killRatio,deathRatio,tier,blue_team,win
0.277777778,0.1,BRONZE,TRUE,FALSE
0.2,0.19047619,BRONZE,FALSE,TRUE
0.088235294,0.333333333,BRONZE,TRUE,TRUE
0.25,0.125,BRONZE,FALSE,TRUE
0.363636364,0.138888889,BRONZE,FALSE,FALSE
0.242424242,0.238095238,BRONZE,TRUE,TRUE
0,0.184210526,BRONZE,FALSE,FALSE
0.1,0.219512195,BRONZE,TRUE,FALSE
0.125,0.166666667,BRONZE,FALSE,FALSE
0.166666667,0.3125,BRONZE,FALSE,FALSE
0.551724138,0.209302326,BRONZE,TRUE,FALSE
0.228571429,0.35,BRONZE,TRUE,TRUE
0.238095238,0.105263158,BRONZE,FALSE,TRUE
0.321428571,0.205128205,BRONZE,FALSE,FALSE
0.35,0.045454545,BRONZE,TRUE,TRUE
0.2,0.25,BRONZE,TRUE,FALSE
0.216216216,0.193548387,BRONZE,TRUE,TRUE
0.272727273,0.275862069,BRONZE,TRUE,FALSE
0.06,0.142857143,BRONZE,TRUE,TRUE
0.214285714,0.333333333,BRONZE,FALSE,FALSE
0.214285714,0.357142857,BRONZE,FALSE,TRUE
0.225806452,0.111111111,BRONZE,TRUE,TRUE
0.179487179,0.1875,BRONZE,FALSE,TRUE
0,0,BRONZE,FALSE,FALSE
0.333333333,0.333333333,BRONZE,TRUE,FALSE
0.411764706,0.185185185,BRONZE,FALSE,FALSE
0.333333333,0.172413793,BRONZE,TRUE,TRUE
0.25,0.333333333,BRONZE,TRUE,FALSE
0.15,0.25,BRONZE,TRUE,FALSE
0.325,0.357142857,BRONZE,TRUE,TRUE
0.35,0.170731707,BRONZE,FALSE,TRUE
0.117647059,0.204545455,BRONZE,TRUE,FALSE
0.107142857,0,BRONZE,FALSE,TRUE
0.333333333,0.258064516,BRONZE,TRUE,FALSE
0.366666667,0.139534884,BRONZE,TRUE,FALSE
0.12244898,0.352941176,BRONZE,TRUE,TRUE
0.35,0.193548387,BRONZE,FALSE,FALSE
0.333333333,0.260869565,BRONZE,TRUE,FALSE
0.3,0.2,BRONZE,FALSE,FALSE
0.25,0.3,BRONZE,FALSE,FALSE
0,0.363636364,BRONZE,TRUE,FALSE
0.12,0.103448276,BRONZE,TRUE,FALSE
0.133333333,0.178571429,BRONZE,FALSE,FALSE
0.181818182,0.04,BRONZE,FALSE,FALSE
0.176470588,0.333333333,BRONZE,TRUE,TRUE
0.441860465,0.142857143,BRONZE,TRUE,TRUE
0.366666667,0.228571429,BRONZE,TRUE,FALSE
0.333333333,0.125,BRONZE,FALSE,TRUE
0.294117647,0.242424242,BRONZE,TRUE,TRUE
0.090909091,0.3,BRONZE,FALSE,FALSE
0.272727273,0.230769231,BRONZE,FALSE,FALSE
0.28125,0.304347826,BRONZE,FALSE,TRUE
0.208333333,0.2,BRONZE,TRUE,FALSE
0,0.04,BRONZE,TRUE,FALSE
0.222222222,0.224489796,BRONZE,TRUE,FALSE
0.052631579,0.222222222,BRONZE,FALSE,TRUE
0.181818182,0.285714286,BRONZE,TRUE,TRUE
0.333333333,0.071428571,BRONZE,FALSE,TRUE
0.192307692,0,BRONZE,FALSE,TRUE
0.186046512,0.210526316,BRONZE,TRUE,FALSE
0.428571429,0.266666667,BRONZE,FALSE,FALSE
0.375,0.23255814,BRONZE,TRUE,FALSE
0.166666667,0.181818182,BRONZE,FALSE,TRUE
0.2,0,BRONZE,TRUE,TRUE
0.35483871,0.411764706,BRONZE,TRUE,TRUE
0.347826087,0.103448276,BRONZE,TRUE,FALSE
0.047619048,0.12,BRONZE,FALSE,FALSE
0.186046512,0.162790698,BRONZE,TRUE,TRUE
0,0,SILVER,FALSE,TRUE
0.181818182,0.277777778,SILVER,TRUE,FALSE
0.260869565,0.166666667,SILVER,FALSE,FALSE
0,0.1,SILVER,FALSE,FALSE
0.217391304,0.18,SILVER,FALSE,FALSE
0.083333333,0,SILVER,FALSE,TRUE
0.384615385,0.214285714,SILVER,TRUE,FALSE
0.294117647,0.208333333,SILVER,TRUE,FALSE
0.0625,0.2,SILVER,FALSE,TRUE
0.347826087,0.125,SILVER,FALSE,TRUE
0.282051282,0.117647059,SILVER,TRUE,TRUE
0.166666667,0.175,SILVER,TRUE,TRUE
0.117647059,0.098039216,SILVER,TRUE,FALSE
0.173913043,0.282051282,SILVER,FALSE,FALSE
0.34,0.130434783,SILVER,TRUE,TRUE
0.15625,0.25,SILVER,TRUE,FALSE
0.119047619,0.2,SILVER,TRUE,TRUE
0.575757576,0.142857143,SILVER,FALSE,FALSE
0.75,0.2,SILVER,FALSE,FALSE
0,0.272727273,SILVER,TRUE,FALSE
0.25,0.269230769,SILVER,FALSE,FALSE
0.295454545,0.225806452,SILVER,TRUE,TRUE
0.378378378,0.107142857,SILVER,FALSE,TRUE
0.235294118,0.214285714,SILVER,FALSE,TRUE
0.384615385,0.171428571,SILVER,FALSE,FALSE
0.361111111,0.2,SILVER,FALSE,TRUE
0.55,0.151515152,SILVER,FALSE,FALSE
0,0,SILVER,FALSE,FALSE
0.484848485,0.2,SILVER,TRUE,TRUE
0.235294118,0.119047619,SILVER,TRUE,TRUE
0.25,0.227272727,SILVER,FALSE,TRUE
0.477272727,0.305555556,SILVER,FALSE,FALSE
0.318181818,0.260869565,SILVER,FALSE,FALSE
0.230769231,0.235294118,SILVER,FALSE,FALSE
0.454545455,0.303030303,SILVER,FALSE,FALSE
0.222222222,0.25,SILVER,FALSE,FALSE
0.510638298,0.151515152,SILVER,FALSE,FALSE
0.4,0.275862069,SILVER,FALSE,FALSE
0.603174603,0.236842105,SILVER,FALSE,TRUE
0.36,0.105263158,SILVER,FALSE,TRUE
0.4,0.105263158,SILVER,TRUE,TRUE
0.2,0.205128205,SILVER,FALSE,FALSE
0.2,0.172413793,SILVER,FALSE,TRUE
0,0.176470588,SILVER,FALSE,FALSE
0.344827586,0.265306122,SILVER,FALSE,TRUE
0.214285714,0.25,SILVER,FALSE,TRUE
0.3125,0.153846154,SILVER,TRUE,TRUE
0.193548387,0.205128205,SILVER,TRUE,FALSE
0.25,0.285714286,SILVER,TRUE,FALSE
0.375,0.066666667,SILVER,TRUE,TRUE
0.272727273,0.212121212,SILVER,TRUE,FALSE
0.333333333,0.125,SILVER,TRUE,TRUE
0.37037037,0.16,SILVER,FALSE,FALSE
0.444444444,0.230769231,SILVER,TRUE,FALSE
0.363636364,0.294117647,SILVER,TRUE,FALSE
0.777777778,0.2,SILVER,TRUE,FALSE
0.540540541,0.130434783,SILVER,FALSE,TRUE
0.4,0.194444444,SILVER,TRUE,FALSE
0.222222222,0.266666667,SILVER,TRUE,FALSE
0.25,0.285714286,SILVER,FALSE,TRUE
0.75,0.055555556,SILVER,FALSE,FALSE
0.285714286,0.0625,SILVER,TRUE,FALSE
0.346938776,0.264705882,SILVER,TRUE,TRUE
0.142857143,0.161290323,SILVER,FALSE,FALSE
0.1,0.16,SILVER,FALSE,FALSE
0.333333333,0,SILVER,TRUE,TRUE
0.346938776,0.068965517,SILVER,FALSE,TRUE
0.375,0.176470588,SILVER,TRUE,TRUE
0.34,0.285714286,SILVER,TRUE,TRUE
0.384615385,0.205882353,SILVER,FALSE,FALSE
0.3125,0.28125,SILVER,TRUE,FALSE
0.151515152,0.1,SILVER,FALSE,TRUE
0.388888889,0.1,GOLD,FALSE,FALSE
0.535714286,0.234042553,GOLD,FALSE,FALSE
0,0.222222222,GOLD,FALSE,FALSE
0,0,GOLD,FALSE,FALSE
0.259259259,0.363636364,GOLD,TRUE,TRUE
0.4,0.204081633,GOLD,FALSE,TRUE
0.25,0.333333333,GOLD,TRUE,TRUE
0.307692308,0.258064516,GOLD,TRUE,FALSE
0.315789474,0.258064516,GOLD,TRUE,FALSE
0.278688525,0.156862745,GOLD,FALSE,TRUE
0.567567568,0.210526316,GOLD,FALSE,TRUE
0.392857143,0.285714286,GOLD,TRUE,TRUE
0.465116279,0.055555556,GOLD,TRUE,TRUE
0.125,0.3,GOLD,FALSE,TRUE
0.25,0.2,GOLD,FALSE,FALSE
0.375,0.136363636,GOLD,TRUE,FALSE
0.090909091,0.206896552,GOLD,FALSE,FALSE
0.388888889,0.297297297,GOLD,TRUE,FALSE
0.325581395,0.15,GOLD,FALSE,TRUE
0.333333333,0.1,GOLD,FALSE,TRUE
0.285714286,0.230769231,GOLD,TRUE,FALSE
0.25,0.371428571,GOLD,TRUE,FALSE
0.411764706,0.142857143,GOLD,TRUE,TRUE
0.2,0.214285714,GOLD,FALSE,FALSE
0.15,0.25,GOLD,FALSE,FALSE
0.316666667,0.138888889,GOLD,FALSE,TRUE
0.30952381,0.307692308,GOLD,FALSE,TRUE
0.470588235,0.151515152,GOLD,TRUE,FALSE
0.333333333,0.256410256,GOLD,FALSE,FALSE
0.142857143,0.1875,GOLD,TRUE,FALSE
0.45,0.285714286,GOLD,TRUE,TRUE
0.444444444,0.066666667,GOLD,FALSE,FALSE
0.157894737,0.176470588,GOLD,FALSE,TRUE
0.323529412,0.238095238,GOLD,FALSE,TRUE
0.083333333,0.214285714,GOLD,TRUE,TRUE
0.2,0.192307692,GOLD,TRUE,FALSE
0.4375,0.428571429,GOLD,FALSE,TRUE
0.411764706,0.066666667,GOLD,TRUE,TRUE
0.302325581,0.264705882,GOLD,FALSE,TRUE
0,0.176470588,GOLD,FALSE,FALSE
0.212121212,0.19047619,GOLD,FALSE,TRUE
0.384615385,0,GOLD,FALSE,TRUE
0.368421053,0.205882353,GOLD,TRUE,FALSE
0.142857143,0.161290323,GOLD,TRUE,FALSE
0.18,0.28125,GOLD,TRUE,TRUE
0.309090909,0.214285714,GOLD,FALSE,TRUE
0.173913043,0.3,GOLD,FALSE,TRUE
0.055555556,0.333333333,GOLD,FALSE,TRUE
0.25,0.2,GOLD,FALSE,TRUE
0.259259259,0,GOLD,FALSE,TRUE
0.6,0.066666667,GOLD,FALSE,FALSE
0.371428571,0.173913043,GOLD,FALSE,TRUE
0.379310345,0,GOLD,FALSE,TRUE
0.153846154,0.195652174,GOLD,TRUE,FALSE
0.111111111,0.2,GOLD,FALSE,FALSE
0.5,0.137931034,GOLD,TRUE,FALSE
0.162790698,0.306122449,GOLD,FALSE,FALSE
0.25,0.25,GOLD,FALSE,FALSE
0.166666667,0.243243243,GOLD,TRUE,FALSE
0.3,0.222222222,GOLD,FALSE,FALSE
0.12195122,0.3,GOLD,FALSE,TRUE
0.348837209,0.15,GOLD,TRUE,TRUE
0.15,0.4,GOLD,TRUE,TRUE
0.476190476,0.307692308,GOLD,FALSE,TRUE
0.357142857,0.136363636,GOLD,TRUE,TRUE
0.243902439,0.117647059,GOLD,TRUE,TRUE
0.25,0.3,GOLD,TRUE,FALSE
0.333333333,0.166666667,GOLD,FALSE,TRUE
0.090909091,0.227272727,GOLD,FALSE,TRUE
0.541666667,0.0625,GOLD,TRUE,TRUE
0.111111111,0.272727273,GOLD,TRUE,FALSE
0.25,0.142857143,GOLD,TRUE,FALSE
0.384615385,0.142857143,GOLD,TRUE,FALSE
0.173913043,0.090909091,GOLD,TRUE,FALSE
0.418604651,0.227272727,GOLD,FALSE,FALSE
0.351351351,0.2,GOLD,TRUE,FALSE
0.571428571,0.16,GOLD,TRUE,FALSE
0.32,0.076923077,GOLD,TRUE,TRUE
0.4,0.176470588,PLATINUM,TRUE,FALSE
0.103448276,0.083333333,PLATINUM,FALSE,TRUE
0.071428571,0.263157895,PLATINUM,TRUE,FALSE
0.15625,0.2,PLATINUM,TRUE,TRUE
0.391304348,0.146341463,PLATINUM,FALSE,FALSE
0.317073171,0.117647059,PLATINUM,FALSE,FALSE
0.222222222,0,PLATINUM,TRUE,TRUE
0.2,0.191489362,PLATINUM,FALSE,FALSE
0.352941176,0.257142857,PLATINUM,TRUE,FALSE
0.419354839,0.136363636,PLATINUM,TRUE,TRUE
0.1875,0.1875,PLATINUM,TRUE,TRUE
0.125,0.272727273,PLATINUM,TRUE,FALSE
0.487179487,0.1875,PLATINUM,TRUE,TRUE
0.340425532,0.162790698,PLATINUM,TRUE,FALSE
0.107142857,0.27027027,PLATINUM,TRUE,FALSE
0.14893617,0.156862745,PLATINUM,TRUE,FALSE
0.222222222,0.178571429,PLATINUM,TRUE,FALSE
0.409090909,0.133333333,PLATINUM,TRUE,FALSE
0.230769231,0.35,PLATINUM,TRUE,FALSE
0.076923077,0.25,PLATINUM,FALSE,TRUE
0.458333333,0.21875,PLATINUM,TRUE,FALSE
0.4,0.277777778,PLATINUM,TRUE,FALSE
0.348837209,0.297297297,PLATINUM,TRUE,TRUE
0.24,0.133333333,PLATINUM,FALSE,TRUE
0.43902439,0.225,PLATINUM,TRUE,TRUE
0.409090909,0.194444444,PLATINUM,TRUE,FALSE
0.2,0.260869565,PLATINUM,TRUE,FALSE
0.151515152,0.155555556,PLATINUM,TRUE,FALSE
0.3125,0.333333333,PLATINUM,FALSE,TRUE
0.214285714,0.125,PLATINUM,TRUE,TRUE
0.428571429,0,PLATINUM,TRUE,TRUE
0.36,0.076923077,PLATINUM,TRUE,TRUE
0.294117647,0.129032258,PLATINUM,FALSE,FALSE
0.078431373,0.230769231,PLATINUM,TRUE,TRUE
0.163265306,0.307692308,PLATINUM,TRUE,TRUE
0.181818182,0,PLATINUM,FALSE,TRUE
0.269230769,0.279069767,PLATINUM,FALSE,FALSE
0.366666667,0.210526316,PLATINUM,FALSE,FALSE
0.333333333,0.236842105,PLATINUM,TRUE,FALSE
0.25,0.347826087,PLATINUM,FALSE,FALSE
0.275862069,0.205882353,PLATINUM,TRUE,FALSE
0.395833333,0.212765957,PLATINUM,TRUE,FALSE
0.25,0.142857143,PLATINUM,FALSE,FALSE
0.142857143,0.192307692,PLATINUM,FALSE,FALSE
0.382352941,0.076923077,PLATINUM,FALSE,TRUE
0.269230769,0.243243243,PLATINUM,FALSE,FALSE
0.391304348,0.181818182,PLATINUM,TRUE,FALSE
0.243902439,0.193548387,PLATINUM,TRUE,TRUE
0.555555556,0.095238095,PLATINUM,TRUE,FALSE
0.405405405,0.2,PLATINUM,TRUE,TRUE
0.538461538,0.166666667,PLATINUM,TRUE,TRUE
0.5,0.166666667,PLATINUM,TRUE,FALSE
0.433333333,0.444444444,PLATINUM,FALSE,TRUE
0.416666667,0.085714286,PLATINUM,TRUE,FALSE
0.517241379,0.195121951,PLATINUM,FALSE,FALSE
0.433333333,0.181818182,PLATINUM,TRUE,TRUE
0.263157895,0.222222222,PLATINUM,TRUE,TRUE
0.153846154,0.133333333,PLATINUM,FALSE,TRUE
0.310344828,0.333333333,PLATINUM,FALSE,TRUE
0.4375,0.212121212,PLATINUM,FALSE,FALSE
0.5,0.4,PLATINUM,TRUE,TRUE
0.35483871,0.142857143,PLATINUM,TRUE,TRUE
0.387096774,0.217391304,PLATINUM,TRUE,TRUE
0.434782609,0.184210526,PLATINUM,TRUE,FALSE
0.212121212,0.321428571,PLATINUM,TRUE,TRUE
0.175,0.19047619,PLATINUM,TRUE,TRUE
0.666666667,0.296296296,PLATINUM,FALSE,FALSE
0.3125,0.162162162,PLATINUM,FALSE,FALSE
0.362068966,0.176470588,PLATINUM,TRUE,TRUE
0.279069767,0.172413793,PLATINUM,FALSE,TRUE
0.319148936,0.2,PLATINUM,FALSE,TRUE
0.24137931,0.294117647,PLATINUM,FALSE,TRUE
0.382978723,0.3125,PLATINUM,TRUE,TRUE
0.173913043,0.416666667,PLATINUM,FALSE,TRUE
0.277777778,0.276595745,PLATINUM,FALSE,FALSE
0.580645161,0.2,PLATINUM,FALSE,TRUE
0.5,0.157894737,DIAMOND,TRUE,TRUE
0.279069767,0.25,DIAMOND,FALSE,TRUE
0.115384615,0.066666667,DIAMOND,FALSE,TRUE
0.166666667,0.179487179,DIAMOND,TRUE,FALSE
0.166666667,0.192307692,DIAMOND,TRUE,FALSE
0.129032258,0.352941176,DIAMOND,FALSE,TRUE
0,0.1875,DIAMOND,TRUE,FALSE
0.405405405,0.209302326,DIAMOND,FALSE,FALSE
0,0.090909091,DIAMOND,FALSE,FALSE
0.176470588,0.24137931,DIAMOND,FALSE,FALSE
0.193548387,0.25,DIAMOND,FALSE,TRUE
0.655172414,0.1,DIAMOND,FALSE,TRUE
0.214285714,0.333333333,DIAMOND,TRUE,FALSE
0.3,0.098039216,DIAMOND,TRUE,FALSE
0.444444444,0.285714286,DIAMOND,TRUE,FALSE
0.342105263,0.15,DIAMOND,FALSE,TRUE
0.346153846,0,DIAMOND,FALSE,TRUE
0.192307692,0.179487179,DIAMOND,TRUE,FALSE
0.482758621,0.2,DIAMOND,TRUE,TRUE
0.545454545,0.266666667,DIAMOND,FALSE,TRUE
0.166666667,0,DIAMOND,FALSE,TRUE
0.25,0.147058824,DIAMOND,TRUE,FALSE
0.179487179,0.166666667,DIAMOND,TRUE,TRUE
0.294117647,0.083333333,DIAMOND,TRUE,TRUE
0.264705882,0,DIAMOND,TRUE,TRUE
0.307692308,0.125,DIAMOND,FALSE,TRUE
0.35483871,0.2,DIAMOND,TRUE,TRUE
0.461538462,0.25,DIAMOND,TRUE,FALSE
0.125,0.111111111,DIAMOND,TRUE,TRUE
0.193548387,0,DIAMOND,FALSE,TRUE
0.315789474,0.178571429,DIAMOND,FALSE,TRUE
0,0.25,DIAMOND,FALSE,FALSE
0.21875,0.454545455,DIAMOND,FALSE,TRUE
0.588235294,0.222222222,DIAMOND,FALSE,FALSE
0.333333333,0.1,DIAMOND,TRUE,TRUE
0.388888889,0.234042553,DIAMOND,TRUE,FALSE
0.379310345,0.08,DIAMOND,FALSE,TRUE
0.35483871,0.142857143,DIAMOND,TRUE,FALSE
0.578947368,0.75,DIAMOND,TRUE,TRUE
0.269230769,0.225,DIAMOND,FALSE,FALSE
0.111111111,0,DIAMOND,TRUE,TRUE
0.272727273,0.347826087,DIAMOND,FALSE,FALSE
0.3,0.071428571,DIAMOND,TRUE,TRUE
0.28,0.076923077,DIAMOND,TRUE,TRUE
0.2,0.275862069,DIAMOND,FALSE,TRUE
0.25,0.217391304,DIAMOND,FALSE,FALSE
0.179487179,0.333333333,DIAMOND,FALSE,FALSE
0.666666667,0.25,DIAMOND,TRUE,FALSE
0.125,0.153846154,DIAMOND,FALSE,FALSE
0.121212121,0.172413793,DIAMOND,FALSE,TRUE
0.5,0.125,DIAMOND,FALSE,FALSE
0.285714286,0.166666667,DIAMOND,FALSE,TRUE
0.461538462,0.227272727,DIAMOND,FALSE,FALSE
0.409090909,0.176470588,DIAMOND,TRUE,TRUE
0.5,0.409090909,DIAMOND,FALSE,FALSE
0.117647059,0,DIAMOND,TRUE,TRUE
0.285714286,0.214285714,DIAMOND,FALSE,FALSE
0.555555556,0.166666667,DIAMOND,TRUE,FALSE
0.451612903,0.08,DIAMOND,FALSE,TRUE
0.375,0,DIAMOND,TRUE,TRUE
0.340909091,0.272727273,DIAMOND,TRUE,TRUE
0.555555556,0.222222222,DIAMOND,TRUE,TRUE
0,0.333333333,DIAMOND,FALSE,FALSE
0.346153846,0.186046512,DIAMOND,TRUE,FALSE
0.444444444,0.2,DIAMOND,FALSE,TRUE
0.372093023,0.204545455,DIAMOND,FALSE,TRUE
0.428571429,0.25,DIAMOND,FALSE,FALSE
0.272727273,0.214285714,DIAMOND,TRUE,TRUE
0.279069767,0.25,DIAMOND,TRUE,TRUE
0.666666667,0.076923077,DIAMOND,TRUE,TRUE
0.181818182,0.142857143,DIAMOND,TRUE,FALSE
0.153846154,0.205128205,DIAMOND,TRUE,FALSE
